commit_id,confidence_high,confidence_medium,confidence_low,severity_high,severity_medium,severity_low,unique_cwes
04c44a6f9d191b1161af32ea3cb9ac13dd3fe945,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
0512d5a6895ea8fa852badc6f737199b737d89b9,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
0f1ea8279adedcd9f3609ea887a75b02ca582925,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
10240ab6100a21bf15fe95faf48f7c9a41f23a15,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
13256bbf84524a64579175c5ebd84ba1e491fb01,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
160e3b235d6ea8930f7f758ed3828f7d16f89d90,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
168b45e468f64c454066dc17916c9326207a292e,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
17ce6bce11b3a95302b24f3c44ff6476a2c55e9f,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
1c283c5fbd524f6eb12f0a72608c3e197801d68f,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
1e7f4085e51720364cf842fbc57f0c433c947245,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
202ecf0f9bf974482a87c08cd1166651ff1d1dd6,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
256055fc3092f2a3966de70221e9f646a0a91e8b,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
260ffabdb33dd8c2c1699eef3dc8ceecc6b723e7,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
2761ff4c4d731accb51418c6b73fc4383a553b7b,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
29d3ea723a7b835bf94dfbc19951f64a99b7a2f9,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
31768b6b8e1997ad9099bc655ee3e9d936b67b0a,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
328c2f42f578eed0d8bf098f3988dc27f394b77d,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
32c06e3538a3737338bc74e42a30d71e8c8d727d,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
337ff1a2441db6393204f9183d5223ce76cb9b6b,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
33e0982a26860a51676fb64bf4d08275b5ed8985,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
36136c5a967e4a4a535d5d2f165f8693ecc66830,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
39ef69e07802df6e34db5c05c34c3f82e467f419,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
3ae8ba647da2eff69a7632a64ee112b2fd58c0ec,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
3bca3991182179f73c9dd2213380051f79316713,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
3c80ec0ee81fecf78671abb40325b293f2dccf98,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
3dd3101b88e12ae79780dccc4fa37eee9fce1a58,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
45254a2c71c7ef1f1e024073833c4e6182a49cee,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
48b5f5324568262705155d422fa44587e900cb02,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
4b13862015eecab50234bf0b7040fc6a3264a31f,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
5156d87fd0309025abd494f3a9216eb4d2b6cd44,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
551bcd2201767bbcf7070af1f1d7d41a0749d54a,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
5882c8b1658002f85d0c3b79d107f6062144ce76,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
590bacd50d13b4f6527e243e7a3f08c503227289,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
5a590f4f4bc2c72fbaa699f57938e7a2a6e81f80,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
5cb220b787d896e5f95a62d3bee5ddcc4e5b2ec7,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
600b6cafd2139b70021db6455ad5472461bcbadd,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
604abc1cf05cacb0889530dc116bcd6a233206d1,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
6138d76aeb22b4b6cb8fdfd08bed8e3fbc7be99c,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
61d87c0a6d8081cfcaf35862754bd9bc5e3fdffe,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
690621091851366e304483effa6679ce4e437095,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
6c2a254a73bbcb396725ee6836364119f43bf3a6,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
6cb910caa25eb92657dcc13b07a7fef8a3085ab8,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
6cfef9ac0723a8c0a304757add9abd06e774c408,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
75f3f49d814e89e85b918bb8c86d8cef55da7cc5,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
78503940234878b8219d7208c30c019b43bf3a4e,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
7858a40dda4e2f68cdcdd6970597672ebb371fcf,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
7aa6fc3e2c2c71f67be0b7e45f06ac85925539f7,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
7d73f55b116ce2678bfd2af41d103de5bda75c89,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
7dafdf73cf02428c63d818d2e590bea67b6fb77f,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
8137a5c141913d116707b971592696e370f5d406,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
856a624f1728c75d673ea663b73d68c0bb6479e4,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
875f7462bce85753a8fe27d95ab46490337b0519,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
8832d2a3004ef81a0b5eba3b6cda75825e6d27e9,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
88cc07df9fc9247cf22afba8057214e93a0e42af,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
8e054abc7c2188ffce0c1bf376f39604abade3c2,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
90961e5c4209501a634a1565792ad30b8cca13a4,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
92930966e2d0b6ddad9c69a95bc37f7a2ba14cb5,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
9823725fccaff9abbbf3033e5af8b7396038b7d0,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
985457e67a716824723a92bf6a0e28d6e1eb17aa,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
9ada2fd424199e0d159fb7dbf53b5767d1a54396,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
9eeda49ea37627230b58b5e93c5e8ecbc8c3a7ef,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
a03a8ce5ad7c25327cc230269b4ce33f5ed4a2a5,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
a066a123751d42f06f095fa0d13c0205d73545a2,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
a11b762f2d66b2870c96a0fa9906192fdf1d9075,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
a691f83d01a1a00074cb4e159467276e9e9a8c1a,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
a96068757cb3e2f2f887a0be8acbe1b109d01863,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
ab88f07fb2db5a1932b25650ec94537c6ff1bd4f,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
ac45f8df473f0780edd2d6b2f9f40d535395a087,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
ac8410df676fb2c3cec4be11cae111a9343defef,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
b2f2500b00c371d9f7aac0bf19b0c04da8bc83e3,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
b5a273784f267f942610c0112c352ab3f7027680,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
b5fda8f9f4771158fe4616a58afcbffaaf392cc6,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
be4a9572c50d369ce7ea3194e487765741cfd6ad,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
c6bfab393bc987567f714dee064fb1156eb4cf72,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
cbbc179851094fb4b156777b640cb7506bde3a45,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
ccb00aaee6fa218ca5b9989c63770c11ec07c949,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
ceb49e83aeaa72a264539acb3907753f8962d557,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
d01f2ead33780d24400d93e429d6de74ebf943e5,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
d2fc950706e79ef6d06d8cdb4aa3a0e6e2f24aa8,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
d313a580e66dc9eb15690f6541792a7d71a69134,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
d4f8d3d11ba9eb288df6d8f9ea0b2ffc9517462f,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
d5dd3d74ddda11d80998ec9d63cbe2292edcc7a4,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
d6b7f48b8cf3a5e48c0074bf990d871767102ffb,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
e66c3fb0d57b10c8c73d278108a4db0e500f053f,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
edb7d364b21bc67c54f067f1c8c86b0651527296,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
ee64d3205f505ae4e3919a169157286505b0659c,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
ee86fd9aada39cad12727d027318f06927c373a2,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
f0ae52315dbe02c0eed18cc3b8db6ab7aab11bdb,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
f67264882d1b39f00cb78a0741e8566e459356a9,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
f6919ee8b7fdd8d55064d9f3e193057a516f3379,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
f7102fd5ded9dff08f154b5b754fbf5524efbde7,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
f770997a090a9ad37d39caaba666c1931644dfc7,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
f80da71fddc6d732727e60cc35fd3375c7d1da58,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
f92fb7a79b5de85d5662915a8fcda5de65a4e002,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
f99216d6f81938a75030279d8afd5118f234d151,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
fa2d17176ee0d5bf3be20d5b8babbaf6df12e96a,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
fb852697749ce037e112d6b5db754540942b81e8,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
fba146fe36c2e24ca67d5debe7f14efcb723740c,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
fcefcceb73c74ea0a660687d58cc68cca165037e,315,4,24,4,32,307,"[327, 377, 330, 78, 400, 89, 605, 94, 703]"
